2.3125,50.0,12500.0,98.0,1.0
0.0,11.71875,2929.6875,29.0,1.0
2.3125,14.78125,3695.3125,35.0,1.0
2.3125,20.0,5000.0,47.0,1.0
2.3125,24.0,6000.0,77.0,0.0
2.3125,2.53125,632.8125,5.0,0.0
2.3125,5.59375,1398.4375,14.0,1.0
2.3125,11.71875,2929.6875,35.0,0.0
2.3125,8.65625,2164.0625,23.0,1.0
6.9375,46.0,11500.0,98.0,1.0
2.3125,23.0,5750.0,59.0,0.0
0.0,2.53125,632.8125,5.0,0.0
2.3125,8.65625,2164.0625,29.0,1.0
2.3125,11.71875,2929.6875,47.0,0.0
2.3125,5.59375,1398.4375,17.0,1.0
2.3125,5.59375,1398.4375,11.0,1.0
2.3125,14.78125,3695.3125,47.0,1.0
2.3125,14.78125,3695.3125,47.0,1.0
2.3125,5.59375,1398.4375,17.0,1.0
2.3125,2.53125,632.8125,5.0,1.0
2.3125,2.53125,632.8125,5.0,1.0
2.3125,11.71875,2929.6875,29.0,0.0
2.3125,5.59375,1398.4375,17.0,1.0
2.3125,5.59375,1398.4375,17.0,1.0
6.9375,8.65625,2164.0625,17.0,0.0
2.3125,14.78125,3695.3125,41.0,0.0
2.3125,5.59375,1398.4375,14.0,0.0
2.3125,11.71875,2929.6875,35.0,1.0
2.3125,5.59375,1398.4375,11.0,1.0
2.3125,8.65625,2164.0625,23.0,0.0
2.3125,14.78125,3695.3125,59.0,0.0
2.3125,8.65625,2164.0625,29.0,1.0
2.3125,8.65625,2164.0625,29.0,1.0
2.3125,8.65625,2164.0625,26.0,1.0
2.3125,14.78125,3695.3125,65.0,0.0
2.3125,8.65625,2164.0625,29.0,1.0
2.3125,11.71875,2929.6875,47.0,1.0
2.3125,5.59375,1398.4375,17.0,1.0
2.3125,14.78125,3695.3125,59.0,1.0
2.3125,5.59375,1398.4375,23.0,1.0
2.3125,11.71875,2929.6875,53.0,1.0
2.3125,5.59375,1398.4375,17.0,0.0
2.3125,5.59375,1398.4375,17.0,1.0
2.3125,5.59375,1398.4375,17.0,0.0
2.3125,20.0,5000.0,71.0,1.0
2.3125,8.65625,2164.0625,29.0,1.0
2.3125,8.65625,2164.0625,35.0,0.0
2.3125,2.53125,632.8125,2.0,0.0
2.3125,2.53125,632.8125,2.0,0.0
2.3125,2.53125,632.8125,2.0,0.0
2.3125,11.71875,2929.6875,47.0,0.0
2.3125,11.71875,2929.6875,47.0,1.0
2.3125,5.59375,1398.4375,23.0,0.0
2.3125,11.71875,2929.6875,53.0,0.0
2.3125,5.59375,1398.4375,14.0,1.0
2.3125,19.0,4750.0,71.0,1.0
2.3125,8.65625,2164.0625,26.0,1.0
2.3125,5.59375,1398.4375,29.0,1.0
2.3125,14.78125,3695.3125,81.0,0.0
2.3125,5.59375,1398.4375,23.0,0.0
2.3125,5.59375,1398.4375,29.0,0.0
2.3125,8.65625,2164.0625,35.0,1.0
2.3125,8.65625,2164.0625,47.0,0.0
2.3125,5.59375,1398.4375,17.0,1.0
