2.31250,50.00000,12500.00000,98.00000,A
0.00000,11.71875,2929.68750,29.00000,A
2.31250,14.78125,3695.31250,35.00000,A
2.31250,20.00000,5000.00000,47.00000,A
2.31250,24.00000,6000.00000,77.00000,B
2.31250,2.53125,632.81250,5.00000,B
2.31250,5.59375,1398.43750,14.00000,A
2.31250,11.71875,2929.68750,35.00000,B
2.31250,8.65625,2164.06250,23.00000,A
6.93750,46.00000,11500.00000,98.00000,A
2.31250,23.00000,5750.00000,59.00000,B
0.00000,2.53125,632.81250,5.00000,B
2.31250,8.65625,2164.06250,29.00000,A
2.31250,11.71875,2929.68750,47.00000,B
2.31250,5.59375,1398.43750,17.00000,A
2.31250,5.59375,1398.43750,11.00000,A
2.31250,14.78125,3695.31250,47.00000,A
2.31250,14.78125,3695.31250,47.00000,A
2.31250,5.59375,1398.43750,17.00000,A
2.31250,2.53125,632.81250,5.00000,A
2.31250,2.53125,632.81250,5.00000,A
2.31250,11.71875,2929.68750,29.00000,B
2.31250,5.59375,1398.43750,17.00000,A
2.31250,5.59375,1398.43750,17.00000,A
6.93750,8.65625,2164.06250,17.00000,B
2.31250,14.78125,3695.31250,41.00000,B
2.31250,5.59375,1398.43750,14.00000,B
2.31250,11.71875,2929.68750,35.00000,A
2.31250,5.59375,1398.43750,11.00000,A
2.31250,8.65625,2164.06250,23.00000,B
2.31250,14.78125,3695.31250,59.00000,B
2.31250,8.65625,2164.06250,29.00000,A
2.31250,8.65625,2164.06250,29.00000,A
2.31250,8.65625,2164.06250,26.00000,A
2.31250,14.78125,3695.31250,65.00000,B
2.31250,8.65625,2164.06250,29.00000,A
2.31250,11.71875,2929.68750,47.00000,A
2.31250,5.59375,1398.43750,17.00000,A
2.31250,14.78125,3695.31250,59.00000,A
2.31250,5.59375,1398.43750,23.00000,A
2.31250,11.71875,2929.68750,53.00000,A
2.31250,5.59375,1398.43750,17.00000,B
2.31250,5.59375,1398.43750,17.00000,A
2.31250,5.59375,1398.43750,17.00000,B
2.31250,20.00000,5000.00000,71.00000,A
2.31250,8.65625,2164.06250,29.00000,A
2.31250,8.65625,2164.06250,35.00000,B
2.31250,2.53125,632.81250,2.00000,B
2.31250,2.53125,632.81250,2.00000,B
2.31250,2.53125,632.81250,2.00000,B
2.31250,11.71875,2929.68750,47.00000,B
2.31250,11.71875,2929.68750,47.00000,A
2.31250,5.59375,1398.43750,23.00000,B
