5.2,3.4000003,1.4916667,0.3
4.9,3.0000002,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
4.6000004,3.4000003,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
4.9,3.0000002,1.4916667,0.1
5.2,3.8000004,1.4916667,0.3
4.6000004,3.4000003,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.1
4.3,3.0000002,1.4916667,0.1
5.8,3.8000004,1.4916667,0.3
5.8,4.4,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.8,3.8000004,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
4.6000004,3.4000003,1.0,0.3
5.2,3.4000003,1.4916667,0.5
4.6000004,3.4000003,1.4916667,0.3
5.2,3.0000002,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,4.1,1.4916667,0.1
5.5,4.2,1.4916667,0.3
4.9,3.0000002,1.4916667,0.3
5.2,3.0000002,1.4916667,0.3
5.5,3.4000003,1.4916667,0.3
4.9,3.4000003,1.4916667,0.1
4.6000004,3.0000002,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
4.6000004,2.2,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
5.2,3.4000003,1.4916667,0.9
5.2,3.8000004,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
4.6000004,3.0000002,1.4916667,0.3
5.2,3.8000004,1.4916667,0.3
5.2,3.4000003,1.4916667,0.3
7.0,3.0000002,3.4583335,1.5
6.3999996,3.0000002,3.4583335,1.5
7.0,3.0000002,3.4583335,1.5
5.5,2.2,3.4583335,1.3
6.3999996,2.6000001,3.4583335,1.5
5.8,2.6000001,3.4583335,1.3
6.3999996,3.4000003,3.4583335,1.5
4.9,2.4,3.4583335,0.9
6.3999996,3.0000002,3.4583335,1.3
5.2,2.6000001,3.4583335,1.5
5.2,2.0,3.4583335,0.9
5.8,3.0000002,3.4583335,1.5
5.8,2.2,3.4583335,0.9
6.1,3.0000002,3.4583335,1.5
5.8,3.0000002,3.4583335,1.3
6.7,3.0000002,3.4583335,1.5
5.8,3.0000002,3.4583335,1.5
5.8,2.6000001,3.4583335,0.9
6.3999996,2.2,3.4583335,1.5
5.8,2.6000001,3.4583335,0.9
5.8,3.0000002,3.4583335,1.8999999
6.1,2.6000001,3.4583335,1.3
6.3999996,2.6000001,3.4583335,1.5
6.1,2.6000001,3.4583335,0.9
6.3999996,3.0000002,3.4583335,1.3
6.3999996,3.0000002,3.4583335,1.5
7.0,2.6000001,3.4583335,1.5
6.7,3.0000002,5.425,1.8999999
5.8,3.0000002,3.4583335,1.5
5.8,2.6000001,3.4583335,0.9
5.5,2.4,3.4583335,0.9
5.5,2.4,3.4583335,0.9
5.8,2.6000001,3.4583335,0.9
5.8,2.6000001,5.425,1.5
5.2,3.0000002,3.4583335,1.5
5.8,3.4000003,3.4583335,1.5
6.7,3.0000002,3.4583335,1.5
6.3999996,2.2,3.4583335,1.3
5.8,3.0000002,3.4583335,1.3
5.5,2.6000001,3.4583335,1.3
5.5,2.6000001,3.4583335,0.9
6.1,3.0000002,3.4583335,1.5
5.8,2.6000001,3.4583335,0.9
5.2,2.2,3.4583335,0.9
5.8,2.6000001,3.4583335,1.3
5.8,3.0000002,3.4583335,0.9
5.8,3.0000002,3.4583335,1.3
6.3999996,3.0000002,3.4583335,1.3
5.2,2.6000001,3.4583335,0.9
5.8,2.6000001,3.4583335,1.3
