5.1399994,3.5200005,1.5899999,0.18
4.8999996,3.04,1.5899999,0.18
4.66,3.2000003,1.1966667,0.18
4.66,3.04,1.5899999,0.18
4.8999996,3.5200005,1.5899999,0.18
5.379999,3.7600002,1.5899999,0.34000003
4.66,3.3600001,1.5899999,0.34000003
4.8999996,3.3600001,1.5899999,0.18
4.42,2.88,1.5899999,0.18
4.8999996,3.04,1.5899999,0.1
5.379999,3.7600002,1.5899999,0.18
4.8999996,3.3600001,1.5899999,0.18
4.8999996,3.04,1.5899999,0.1
4.3,3.04,1.1966667,0.1
5.8599987,4.0,1.1966667,0.18
5.619999,4.4,1.5899999,0.34000003
5.379999,3.7600002,1.1966667,0.34000003
5.1399994,3.5200005,1.5899999,0.34000003
5.619999,3.7600002,1.5899999,0.34000003
5.1399994,3.7600002,1.5899999,0.34000003
5.379999,3.3600001,1.5899999,0.18
5.1399994,3.7600002,1.5899999,0.34000003
4.66,3.5200005,1.0,0.18
5.1399994,3.3600001,1.5899999,0.82000005
4.8999996,3.3600001,2.9666667,0.18
4.8999996,3.04,1.5899999,0.18
4.8999996,3.3600001,1.5899999,0.34000003
5.1399994,3.5200005,1.5899999,0.18
5.1399994,3.3600001,1.5899999,0.18
4.66,3.2000003,1.5899999,0.18
4.8999996,3.04,1.5899999,0.18
5.379999,3.3600001,1.5899999,0.34000003
5.1399994,4.1,1.5899999,0.1
5.619999,4.2,1.5899999,0.18
4.8999996,3.04,1.5899999,0.18
4.8999996,3.2000003,1.1966667,0.18
5.619999,3.5200005,1.1966667,0.18
4.8999996,3.5200005,1.5899999,0.1
4.42,3.04,1.1966667,0.18
5.1399994,3.3600001,1.5899999,0.18
4.8999996,3.5200005,1.1966667,0.34000003
4.42,2.1599998,1.1966667,0.34000003
4.42,3.2000003,1.1966667,0.18
4.8999996,3.5200005,1.5899999,0.82000005
5.1399994,3.7600002,2.9666667,0.34000003
4.8999996,3.04,1.5899999,0.34000003
5.1399994,3.7600002,1.5899999,0.18
4.66,3.2000003,1.5899999,0.18
5.379999,3.7600002,1.5899999,0.18
4.8999996,3.3600001,1.5899999,0.18
7.1799974,3.2000003,4.7366667,1.46
6.3399982,3.2000003,4.3433332,1.46
6.819998,3.04,4.7366667,1.46
5.619999,2.1599998,2.9666667,1.3
6.579998,2.8,4.7366667,1.46
5.619999,2.8,4.3433332,1.3
6.3399982,3.3600001,4.7366667,1.6199999
4.8999996,2.48,2.9666667,0.82000005
6.579998,2.88,4.7366667,1.3
5.1399994,2.7199998,2.9666667,1.46
4.8999996,2.0,2.9666667,0.82000005
5.8599987,3.04,4.3433332,1.46
6.0999985,2.1599998,2.9666667,0.82000005
6.0999985,2.88,4.7366667,1.46
5.619999,2.88,2.9666667,1.3
6.819998,3.04,4.3433332,1.46
5.619999,3.04,4.3433332,1.46
5.8599987,2.7199998,2.9666667,0.82000005
6.0999985,2.1599998,4.3433332,1.46
5.619999,2.48,2.9666667,0.82000005
5.8599987,3.2000003,4.7366667,1.78
6.0999985,2.8,2.9666667,1.3
6.3399982,2.48,4.7366667,1.46
6.0999985,2.8,4.7366667,0.82000005
6.3399982,2.88,4.3433332,1.3
6.579998,3.04,4.3433332,1.46
6.819998,2.8,4.7366667,1.46
6.819998,3.04,5.13,1.78
6.0999985,2.88,4.3433332,1.46
5.619999,2.48,2.9666667,0.82000005
5.619999,2.48,2.9666667,0.82000005
5.619999,2.48,2.9666667,0.82000005
5.8599987,2.7199998,2.9666667,0.82000005
6.0999985,2.7199998,5.13,1.6199999
5.379999,3.04,4.3433332,1.46
6.0999985,3.3600001,4.3433332,1.6199999
6.819998,3.04,4.7366667,1.46
6.3399982,2.1599998,4.3433332,1.3
5.619999,3.04,2.9666667,1.3
5.619999,2.48,2.9666667,1.3
5.619999,2.48,4.3433332,0.82000005
6.0999985,3.04,4.7366667,1.46
5.8599987,2.48,2.9666667,0.82000005
4.8999996,2.1599998,2.9666667,0.82000005
5.619999,2.7199998,4.3433332,1.3
5.619999,3.04,4.3433332,0.82000005
5.619999,2.88,4.3433332,1.3
6.0999985,2.88,4.3433332,1.3
5.1399994,2.48,2.9666667,0.82000005
5.619999,2.8,2.9666667,1.3
6.3399982,3.3600001,5.916667,2.42
5.8599987,2.7199998,5.13,1.9399999
7.1799974,3.04,5.916667,2.1
6.3399982,2.88,5.5233335,1.78
6.579998,3.04,5.916667,2.2600002
7.6,3.04,6.6,2.1
4.8999996,2.48,4.3433332,1.78
7.1799974,2.88,6.3,1.78
6.819998,2.48,5.916667,1.78
